cis,nom_commercial,dci,atc
69550690,"ALGINATE DE SODIUM/BICARBONATE DE SODIUM CRISTERS 500 mg/267 mg pour 10 ml, suspension buvable en sachet",ALGINATE DE SODIUM; BICARBONATE DE SODIUM,
61005065,"ALGINATE DE SODIUM/BICARBONATE DE SODIUM EG 500 mg/267 mg pour 10 mL, suspension buvable en sachet",ALGINATE DE SODIUM; BICARBONATE DE SODIUM,
67509104,"ALGINATE DE SODIUM/BICARBONATE DE SODIUM EG LABO CONSEIL 500 mg/267 mg pour 10 mL, suspension buvable en sachet",ALGINATE DE SODIUM; BICARBONATE DE SODIUM,
66638701,"ALGINATE DE SODIUM/BICARBONATE DE SODIUM SANDOZ 500 mg/267 mg, suspension buvable en sachet",ALGINATE DE SODIUM; BICARBONATE DE SODIUM,
69548668,"ALGINATE DE SODIUM/BICARBONATE DE SODIUM SANDOZ CONSEIL 500 mg/267 mg MENTHE SANS SUCRE, suspension buvable en sachet édulcorée à la saccharine sodique",ALGINATE DE SODIUM; BICARBONATE DE SODIUM,
65291272,"ALGINATE DE SODIUM/BICARBONATE DE SODIUM VIATRIS 500 mg/267 mg, suspension buvable en sachet",ALGINATE DE SODIUM; BICARBONATE DE SODIUM,
67351394,"ALGINATE DE SODIUM/BICARBONATE DE SODIUM VIATRIS CONSEIL 500 mg/267 mg MENTHE SANS SUCRE, suspension buvable en sachet édulcorée à la saccharine sodique",ALGINATE DE SODIUM; BICARBONATE DE SODIUM,
66804443,"ALGINATE DE SODIUM/BICARBONATE DE SODIUM ZENTIVA 500 mg/267 mg, suspension buvable en sachet",ALGINATE DE SODIUM; BICARBONATE DE SODIUM,
67713231,"ALIMTA 100 mg, poudre pour solution à diluer pour perfusion",PÉMÉTREXED DISODIQUE,L01BA04
67323808,"ALIMTA 500 mg, poudre pour solution à diluer pour perfusion",PÉMÉTREXED DISODIQUE,L01BA04
63446165,"ALIZEM 10 mg, capsule molle",ALITRÉTINOÏNE,
65014058,"ALIZEM 30 mg, capsule molle",ALITRÉTINOÏNE,
66725120,"ALKA SELTZER 324 mg, comprimé effervescent",ACIDE ACÉTYLSALICYLIQUE,
68262525,"ALKERAN 2 mg, comprimé pelliculé",MELPHALAN,L01AA03
68708664,"ALKERAN 50 mg/10 ml, lyophilisat et solution pour usage parentéral (I.V.)",MELPHALAN,L01AA03
60596010,"ALLERGIFLASH 0,05 %, collyre en solution",CHLORHYDRATE DE LÉVOCABASTINE,
69456091,"ALLERGIFLASH 0,05 %, collyre en solution en récipient unidose",CHLORHYDRATE DE LÉVOCABASTINE,
67111171,"ALLERGOCOMOD, collyre en solution",CROMOGLICATE DE SODIUM,
67399275,"ALLERGODIL 0,05 POUR CENT, collyre en solution",CHLORHYDRATE D'AZÉLASTINE,
68576006,"ALLERGODIL 0,127 mg/dose, solution pour pulvérisation nasale",CHLORHYDRATE D'AZÉLASTINE,
68712285,"ALLERVI 120 mg, comprimé pelliculé",CHLORHYDRATE DE FEXOFÉNADINE,
60881995,"ALLIUM CEPA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ALLIUM CEPA POUR PRÉPARATIONS HOMÉOPATHIQUES,
67339449,ALLIUM CEPA COMPOSE,ALLIUM CEPA POUR PRÉPARATIONS HOMÉOPATHIQUES; BELLADONNA POUR PRÉPARATIONS HOMÉOPATHIQUES; EUPHRASIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES; HYDRASTIS CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES; KALIUM BICHROMICUM POUR PRÉPARATIONS HOMÉOPATHIQUES; MERCURIUS DULCIS POUR PRÉPARATIONS HOMÉOPATHIQUES; SAMBUCUS NIGRA POUR PRÉPARATIONS HOMÉOPATHIQUES,
62398493,"ALLIUM CEPA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ALLIUM CEPA POUR PRÉPARATIONS HOMÉOPATHIQUES,
68928322,"ALLIUM CEPA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ALLIUM CEPA POUR PRÉPARATIONS HOMÉOPATHIQUES,
62043268,"ALLIUM SATIVUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ALLIUM SATIVUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
64257445,"ALLIUM SATIVUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ALLIUM SATIVUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
62138435,"ALLIUM URSINUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ALLIUM URSINUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
68320252,"ALLOPURINOL ARROW 100 mg, comprimé",ALLOPURINOL,
62674422,"ALLOPURINOL ARROW 200 mg, comprimé",ALLOPURINOL,
67794532,"ALLOPURINOL ARROW 300 mg, comprimé",ALLOPURINOL,
64661021,"ALLOPURINOL ARROW LAB 100 mg, comprimé",ALLOPURINOL,
65481357,"ALLOPURINOL ARROW LAB 200 mg, comprimé",ALLOPURINOL,M04AA01
69273791,"ALLOPURINOL ARROW LAB 300 mg, comprimé",ALLOPURINOL,M04AA01
63056731,"ALLOPURINOL BIOGARAN 100 mg, comprimé",ALLOPURINOL,M04AA01
66603383,"ALLOPURINOL BIOGARAN 200 mg, comprimé",ALLOPURINOL,M04AA01
69354407,"ALLOPURINOL BIOGARAN 300 mg, comprimé",ALLOPURINOL,M04AA01
69235513,"ALLOPURINOL CRISTERS 100 mg, comprimé",ALLOPURINOL,M04AA01
67353961,"ALLOPURINOL CRISTERS 200 mg, comprimé",ALLOPURINOL,M04AA01
61473085,"ALLOPURINOL CRISTERS 300 mg, comprimé",ALLOPURINOL,M04AA01
68810441,"ALLOPURINOL EG 100 mg, comprimé",ALLOPURINOL,M04AA01
67728742,"ALLOPURINOL EG 200 mg, comprimé",ALLOPURINOL,M04AA01
60208251,"ALLOPURINOL EG 300 mg, comprimé",ALLOPURINOL,M04AA01
66363543,"ALLOPURINOL SANDOZ 100 mg, comprimé",ALLOPURINOL,M04AA01
65670322,"ALLOPURINOL SANDOZ 200 mg, comprimé",ALLOPURINOL,M04AA01
62194918,"ALLOPURINOL SANDOZ 300 mg, comprimé",ALLOPURINOL,M04AA01
63278098,"ALLOPURINOL SUN 100 mg, comprimé",ALLOPURINOL,
60120709,"ALLOPURINOL SUN 200 mg, comprimé",ALLOPURINOL,M04AA01
63215258,"ALLOPURINOL SUN 300 mg, comprimé",ALLOPURINOL,M04AA01
61664126,"ALLOPURINOL TEVA 100 mg, comprimé",ALLOPURINOL,M04AA01
63026574,"ALLOPURINOL TEVA 200 mg, comprimé",ALLOPURINOL,M04AA01
66000321,"ALLOPURINOL TEVA 300 mg, comprimé",ALLOPURINOL,M04AA01
62311307,"ALLOPURINOL VIATRIS 100 mg, comprimé",ALLOPURINOL,M04AA01
61461179,"ALLOPURINOL VIATRIS 200 mg, comprimé",ALLOPURINOL,M04AA01
64308320,"ALLOPURINOL VIATRIS 300 mg, comprimé",ALLOPURINOL,M04AA01
61060033,"ALLOPURINOL ZENTIVA 100 mg, comprimé",ALLOPURINOL,M04AA01
68822550,"ALLOPURINOL ZENTIVA 200 mg, comprimé",ALLOPURINOL,M04AA01
65936584,"ALLOPURINOL ZENTIVA 300 mg, comprimé",ALLOPURINOL,M04AA01
64659230,"ALLOXANUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",ALLOXANUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
69497348,"ALLUZIENCE 200 unités Speywood/mL, solution injectable",TOXINE BOTULINIQUE TYPE A,
63564808,"ALMOGRAN 12,5 mg, comprimé pelliculé","D,L-HYDROGÉNOMALATE D'ALMOTRIPTAN",
64165648,"ALMOTRIPTAN ARROW 12,5 mg, comprimé pelliculé",MALATE D'ALMOTRIPTAN,
64099244,"ALMOTRIPTAN BIOGARAN 12,5 mg, comprimé pelliculé","D,L-HYDROGÉNOMALATE D'ALMOTRIPTAN",
65724460,"ALMOTRIPTAN EG 12,5 mg, comprimé pelliculé",MALATE D'ALMOTRIPTAN,
65840148,"ALMOTRIPTAN SANDOZ 12,5 mg, comprimé pelliculé",MALATE D'ALMOTRIPTAN,
68877714,"ALMOTRIPTAN TEVA 12,5 mg, comprimé pelliculé",MALATE D'ALMOTRIPTAN,
68878773,"ALMOTRIPTAN VIATRIS 12,5 mg, comprimé pelliculé","D,L-HYDROGÉNOMALATE D'ALMOTRIPTAN",
65959736,"ALMOTRIPTAN ZENTIVA 12,5 mg, comprimé pelliculé",MALATE D'ALMOTRIPTAN,
63830956,"ALNUS GLUTINOSA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ALNUS GLUTINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES,
65572846,"ALODONT, solution pour bain de bouche",CHLOROBUTANOL HÉMIHYDRATÉ; CHLORURE DE CÉTYLPYRIDINIUM; EUGÉNOL,
63211078,"ALOE BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES,
61382116,ALOE COMPOSE,ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES; ARSENICUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES; BELLADONA POUR PRÉPARATIONS HOMÉOPATHIQUES; BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES; COLOCYNTHIS POUR PRÉPARATIONS HOMÉOPATHIQUES; DIOSCOREA VILLOSA POUR PRÉPARATIONS HOMÉOPATHIQUES; MAGNESIA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES; PODOPHYLLUM PELTATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,
60671712,"ALOE LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES,
60511177,"ALOFISEL 5 millions de cellules/ml, suspension injectable",DARVADSTROCEL,L04AX08
60880110,"ALONEST 1,5 mg/mL, solution pour pulvérisation nasale",CHLORHYDRATE D'AZÉLASTINE,
62725176,"ALOPEXY 2 %, solution pour application cutanée",MINOXIDIL,
69301899,"ALOPEXY 50 mg/ml, solution pour application cutanée",MINOXIDIL,
62744504,"ALOPLASTINE, pâte pour application locale",GLYCÉROL; OXYDE DE ZINC; TALC,
60994733,"ALOSTIL 2 %, solution pour application cutanée",MINOXIDIL,
69250554,"ALOSTIL 5 %, mousse pour application cutanée en flacon pressurisé",MINOXIDIL,
65068102,"ALOSTIL 5 %, solution pour application cutanée",MINOXIDIL,
61794949,"ALOXI 250 microgrammes, solution injectable",PALONOSÉTRON (CHLORHYDRATE DE),
66862795,"ALPHACAINE N, solution injectable à usage dentaire",ADRÉNALINE (CHLORHYDRATE D'); ARTICAÏNE (CHLORHYDRATE D'),
69602201,"ALPHACAINE SP, solution injectable à usage dentaire",ADRÉNALINE (CHLORHYDRATE D'); ARTICAÏNE (CHLORHYDRATE D'),
68451230,"ALPHAGAN 0,2 % (2mg/ml), collyre en solution",TARTRATE DE BRIMONIDINE,S01EA05
65317895,"ALPRAZOLAM ARROW 0,25 mg, comprimé sécable",ALPRAZOLAM,N05BA12
64275767,"ALPRAZOLAM ARROW 0,50 mg, comprimé sécable",ALPRAZOLAM,N05BA12
63372551,"ALPRAZOLAM ARROW LAB 0,25 mg, comprimé sécable",ALPRAZOLAM,
66925605,"ALPRAZOLAM ARROW LAB 0,50 mg, comprimé sécable",ALPRAZOLAM,
68808515,"ALPRAZOLAM ARROW LAB 1 mg, comprimé sécable",ALPRAZOLAM,
61736700,"ALPRAZOLAM BIOGARAN 0,25 mg, comprimé sécable",ALPRAZOLAM,N05BA12
65589692,"ALPRAZOLAM BIOGARAN 0,50 mg, comprimé sécable",ALPRAZOLAM,N05BA12
61346771,"ALPRAZOLAM CRISTERS 0,25 mg, comprimé sécable",ALPRAZOLAM,N05BA12
65868763,"ALPRAZOLAM CRISTERS 0,50 mg, comprimé sécable",ALPRAZOLAM,N05BA12
68461089,"ALPRAZOLAM EG 0,25 mg, comprimé sécable",ALPRAZOLAM,N05BA12
65585384,"ALPRAZOLAM EG 0,50 mg, comprimé sécable",ALPRAZOLAM,N05BA12
60994320,"ALPRAZOLAM EVOLUGEN PHARMA 0,25 mg, comprimé",ALPRAZOLAM,
64838265,"ALPRAZOLAM EVOLUGEN PHARMA 0,5 mg, comprimé",ALPRAZOLAM,
64189720,"ALPRAZOLAM HCS 0,25 mg, comprimé",ALPRAZOLAM,N05BA12
68318486,"ALPRAZOLAM HCS 0,5 mg, comprimé",ALPRAZOLAM,N05BA12
66184743,"ALPRAZOLAM SANDOZ 0,25 mg, comprimé sécable",ALPRAZOLAM,N05BA12
66829489,"ALPRAZOLAM SANDOZ 0,50 mg, comprimé sécable",ALPRAZOLAM,N05BA12
63113171,"ALPRAZOLAM TEVA 0,25 mg, comprimé sécable",ALPRAZOLAM,N05BA12
68425029,"ALPRAZOLAM TEVA 0,50 mg, comprimé sécable",ALPRAZOLAM,N05BA12
67446077,"ALPRAZOLAM VIATRIS 0,25 mg, comprimé sécable",ALPRAZOLAM,N05BA12
61200859,"ALPRAZOLAM VIATRIS 0,50 mg, comprimé sécable",ALPRAZOLAM,N05BA12
60377803,"ALPRAZOLAM VIATRIS 1 mg, comprimé sécable",ALPRAZOLAM,N05BA12
63143645,"ALPRAZOLAM ZENTIVA 0,25 mg, comprimé sécable",ALPRAZOLAM,N05BA12
67904496,"ALPRAZOLAM ZENTIVA 0,50 mg, comprimé sécable",ALPRAZOLAM,N05BA12
65991463,"ALPRAZOLAM ZYDUS 0,25 mg, comprimé sécable",ALPRAZOLAM,
66986679,"ALPRAZOLAM ZYDUS FRANCE 0,25 mg, comprimé",ALPRAZOLAM,
69666086,"ALPRAZOLAM ZYDUS FRANCE 0,5 mg, comprimé",ALPRAZOLAM,
69537839,"ALPRESS L.P. 2,5 mg, comprimé osmotique à libération prolongée",PRAZOSINE (CHLORHYDRATE DE),C02CA01
68403965,"ALPRESS L.P. 5 mg, comprimé osmotique à libération prolongée",PRAZOSINE (CHLORHYDRATE DE),C02CA01
68071018,"ALPROLIX 1000 UI, poudre et solvant pour solution injectable",EFTRÉNONACOG ALFA,B02BD04
64832013,"ALPROLIX 2000 UI, poudre et solvant pour solution injectable",EFTRÉNONACOG ALFA,B02BD04
64611260,"ALPROLIX 250 UI, poudre et solvant pour solution injectable",EFTRÉNONACOG ALFA,B02BD04
60256036,"ALPROLIX 3000 UI, poudre et solvant pour solution injectable",EFTRÉNONACOG ALFA,B02BD04
66430312,"ALPROLIX 500 UI, poudre et solvant pour solution injectable",EFTRÉNONACOG ALFA,B02BD04
65806466,"ALPROSTADIL INTSEL CHIMOS 0,5 mg/ml, solution injectable",ALPROSTADIL,
62597926,"ALTEIS 10 mg, comprimé pelliculé",OLMÉSARTAN MÉDOXOMIL,
67581317,"ALTEIS 20 mg, comprimé pelliculé",OLMÉSARTAN MÉDOXOMIL,
64220863,"ALTEIS 40 mg, comprimé pelliculé",OLMÉSARTAN MÉDOXOMIL,
63791663,"ALTEISDUO 20 mg/12,5 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE; OLMÉSARTAN MÉDOXOMIL,
61048216,"ALTEISDUO 20 mg/25 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE; OLMÉSARTAN MÉDOXOMIL,
67169242,"ALTEISDUO 40 mg/12,5 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE; OLMÉSARTAN MÉDOXOMIL,
66793356,"ALTEISDUO 40 mg/25 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE; OLMÉSARTAN MÉDOXOMIL,
67859663,"ALTHAEA OFFICINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ALTHAEA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,
68896821,"ALTUVOCT 1 000 UI, poudre et solvant pour solution injectable",ÉFANÉSOCTOCOG ALFA,
68225911,"ALTUVOCT 2 000 UI, poudre et solvant pour solution injectable",ÉFANÉSOCTOCOG ALFA,
67263268,"ALTUVOCT 250 UI, poudre et solvant pour solution injectable",ÉFANÉSOCTOCOG ALFA,
60110654,"ALTUVOCT 3 000 UI, poudre et solvant pour solution injectable",ÉFANÉSOCTOCOG ALFA,
60495577,"ALTUVOCT 4 000 UI, poudre et solvant pour solution injectable",ÉFANÉSOCTOCOG ALFA,
64317020,"ALTUVOCT 500 UI, poudre et solvant pour solution injectable",ÉFANÉSOCTOCOG ALFA,
66882748,"ALUMINA BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH",ALUMINA POUR PRÉPARATIONS HOMÉOPATHIQUES,
65126502,"ALUMINA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",ALUMINA POUR PRÉPARATIONS HOMÉOPATHIQUES,
66949061,"ALUNBRIG 180 mg, comprimé pelliculé",BRIGATINIB,L01ED04
62626993,"ALUNBRIG 30 mg, comprimé pelliculé",BRIGATINIB,L01ED04
61066196,"ALUNBRIG 90 mg + 180 mg, comprimé pelliculé",BRIGATINIB,L01ED04
60648770,"ALUNBRIG 90 mg, comprimé pelliculé",BRIGATINIB,L01ED04
60182237,"ALVERINE/SIMETICONE MAYOLY SPINDLER 60 mg/300 mg, capsule molle",CITRATE D'ALVÉRINE; SIMÉTICONE,
66052179,"ALVESCO 160 microgrammes/dose, solution pour inhalation en flacon pressurisé",CICLÉSONIDE,
63599556,"ALVESCO 80 microgrammes/dose, solution pour inhalation en flacon pressurisé",CICLÉSONIDE,R03BA08
64586704,"ALYMSYS 25 mg/mL, solution à diluer pour perfusion",BÉVACIZUMAB,L01FG01
61975465,"ALYOSTAL PRICK CONTROLE NEGATIF, solution pour prick-test cutané",,
60275467,"ALYOSTAL PRICK CONTROLE POSITIF 10 mg/ml, solution pour prick-test cutané",DICHLORHYDRATE D'HISTAMINE,
63286611,"ALYOSTAL VENIN D'ABEILLE APIS MELLIFERA 110 microgrammes, poudre et solvant pour solution injectable",ABEILLE (VENIN D'),
67749124,"ALYOSTAL VENIN D'ABEILLE APIS MELLIFERA 550 microgrammes, poudre et solvant pour solution injectable",ABEILLE (VENIN D'),
68016452,"ALYOSTAL VENIN DE GUEPE POLISTES 110 microgrammes, poudre et solvant pour solution injectable",GUÊPE POLISTE (VENIN DE),
65672298,"ALYOSTAL VENIN DE GUEPE POLISTES 550 microgrammes, poudre et solvant pour solution injectable",GUÊPE POLISTE (VENIN DE),
66509845,"ALYOSTAL VENIN DE GUEPE VESPULA 110 microgrammes, poudre et solvant pour solution injectable",GUÊPE VESPULA (VENIN DE),
63933319,"ALYOSTAL VENIN DE GUEPE VESPULA 550 microgrammes, poudre et solvant pour solution injectable",GUÊPE VESPULA (VENIN DE),
64130608,"AMANITA COMPLEXE N°75, solution buvable en gouttes",AMANITA MUSCARIA POUR PRÉPARATIONS HOMÉOPATHIQUES; CANTHARIS POUR PRÉPARATIONS HOMÉOPATHIQUES; CHELIDONIUM MAJUS POUR PRÉPARATIONS HOMÉOPATHIQUES; CHINA RUBRA POUR PRÉPARATIONS HOMÉOPATHIQUES; CICUTA VIROSA POUR PRÉPARATIONS HOMÉOPATHIQUES; CUPRUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES; DULCAMARA POUR PRÉPARATIONS HOMÉOPATHIQUES; ECHINACEA ANGUSTIFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES; SECALE CORNUTUM POUR PRÉPARATIONS HOMÉOPATHIQUES; SPIGELIA ANTHELMIA POUR PRÉPARATIONS HOMÉOPATHIQUES,
69506459,"AMAREL 1 mg, comprimé",GLIMÉPIRIDE,
65988645,"AMAREL 2 mg, comprimé",GLIMÉPIRIDE,A10BB12
65035230,"AMAREL 3 mg, comprimé",GLIMÉPIRIDE,A10BB12
68887103,"AMAREL 4 mg, comprimé",GLIMÉPIRIDE,A10BB12
65964911,"AMBISOME liposomal 50 mg, poudre pour dispersion pour perfusion",AMPHOTÉRICINE B LIPOSOMALE,J02AA01
63281856,"AMBRA GRISEA BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",AMBRA GRISEA POUR PRÉPARATIONS HOMÉOPATHIQUES,
66983925,"AMBRA GRISEA LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",AMBRA GRISEA POUR PRÉPARATIONS HOMÉOPATHIQUES,
66212783,"AMBRA GRISEA WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",AMBRA GRISEA POUR PRÉPARATIONS HOMÉOPATHIQUES,
67494588,"AMBRISENTAN ACCORD 10 mg, comprimé pelliculé",AMBRISENTAN,C02KX02
68721786,"AMBRISENTAN ACCORD 5 mg, comprimé pelliculé",AMBRISENTAN,C02KX02
65235590,"AMBRISENTAN EG 10 mg, comprimé pelliculé",AMBRISENTAN,
66597770,"AMBRISENTAN EG 5 mg, comprimé pelliculé",AMBRISENTAN,
60085553,"AMBRISENTAN STRAGEN 10 mg, comprimé pelliculé",AMBRISENTAN,C02KX02
64414291,"AMBRISENTAN STRAGEN 5 mg, comprimé pelliculé",AMBRISENTAN,C02KX02
64673002,"AMBRISENTAN TEVA 10 mg, comprimé pelliculé",AMBRISENTAN,C02KX02
68371574,"AMBRISENTAN TEVA 5 mg, comprimé pelliculé",AMBRISENTAN,C02KX02
62848645,"AMBRISENTAN VIATRIS 10 mg, comprimé pelliculé",AMBRISENTAN,C02KX02
61398654,"AMBRISENTAN VIATRIS 5 mg, comprimé pelliculé",AMBRISENTAN,C02KX02
67385902,"AMBROSIA ARTEMISIAEFOLIA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH",AMBROSIA ARTEMISIAEFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES,
62129781,"AMBROXOL ARROW 30 mg, comprimé",CHLORHYDRATE D'AMBROXOL,
61380528,"AMBROXOL BIOGARAN CONSEIL 0,6 % SANS SUCRE, solution buvable édulcorée au sorbitol",CHLORHYDRATE D'AMBROXOL,
68049089,"AMBROXOL BIOGARAN CONSEIL 30 mg, comprimé sécable",CHLORHYDRATE D'AMBROXOL,
69883296,"AMBROXOL EG LABO CONSEIL 0,3 POUR CENT SANS SUCRE, solution buvable édulcorée au cyclamate de sodium et au sorbitol",CHLORHYDRATE D'AMBROXOL,
61494243,"AMBROXOL EG LABO CONSEIL 0,6 %, solution buvable",CHLORHYDRATE D'AMBROXOL,
61243903,"AMBROXOL EG LABO CONSEIL 30 mg, comprimé sécable",CHLORHYDRATE D'AMBROXOL,
69585360,"AMBROXOL TEVA CONSEIL 30 mg, comprimé",CHLORHYDRATE D'AMBROXOL,
61119492,"AMBROXOL VIATRIS CONSEIL 0,6 %, solution buvable",CHLORHYDRATE D'AMBROXOL,
68809994,"AMBROXOL VIATRIS CONSEIL 30 mg, comprimé",CHLORHYDRATE D'AMBROXOL,
60880975,"AMELGEN 400 mg, ovule",PROGESTÉRONE,
65407798,"AMGEVITA 20 mg, solution injectable en seringue préremplie",ADALIMUMAB,L04AB04
68619482,"AMGEVITA 20 mg, solution injectable en seringue préremplie (0,2 mL)",ADALIMUMAB,
66906448,"AMGEVITA 40 mg, solution injectable en seringue préremplie",ADALIMUMAB,L04AB04
64591690,"AMGEVITA 40 mg, solution injectable en seringue préremplie (0,4 mL)",ADALIMUMAB,
67080391,"AMGEVITA 40 mg, solution injectable en stylo prérempli",ADALIMUMAB,L04AB04
67755508,"AMGEVITA 40 mg, solution injectable en stylo prérempli (0,4 mL)",ADALIMUMAB,
67088865,"AMGEVITA 80 mg, solution injectable en seringue préremplie (0,8 mL)",ADALIMUMAB,
69065452,"AMGEVITA 80 mg, solution injectable en stylo prérempli (0,8 mL)",ADALIMUMAB,
61791198,"AMGLIDIA 0,6 mg/mL, suspension buvable",GLIBENCLAMIDE,
63618451,"AMGLIDIA 6 mg/mL, suspension buvable",GLIBENCLAMIDE,
69785998,"AMIFAMPRIDINE SERB 10 mg, comprimé",PHOSPHATE D'AMIFAMPRIDINE,N07XX05
65825598,"AMIFAMPRIDINE SUBSTIPHARM 10 mg, comprimé sécable",PHOSPHATE D'AMIFAMPRIDINE,
63408093,"AMIKACINE PANPHARMA 250 mg/mL, solution injectable",SULFATE D'AMIKACINE,
62516778,"AMIKACINE VIATRIS 1 g, poudre pour solution injectable en flacon",SULFATE D'AMIKACINE,J01GB06
62048906,"AMIKACINE VIATRIS 250 mg, poudre pour solution injectable",SULFATE D'AMIKACINE,J01GB06
62000612,"AMIKACINE VIATRIS 50 mg/1 ml, solution injectable",SULFATE D'AMIKACINE,J01GB06
68502148,"AMIKACINE VIATRIS 500 mg, poudre pour solution injectable",SULFATE D'AMIKACINE,J01GB06
68045361,"AMILORIDE HYDROCHLOROTHIAZIDE TEVA 5 mg/50 mg, comprimé",CHLORHYDRATE D'AMILORIDE; HYDROCHLOROTHIAZIDE,C03EA01
66286011,"AMINOMIX 500 E, solution pour perfusion",ACIDE ACÉTIQUE GLACIAL; ACIDE CHLORHYDRIQUE; ALANINE; ARGININE; CALCIUM (CHLORURE DE) DIHYDRATÉ; CHLORHYDRATE DE LYSINE; CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ; CHLORURE DE SODIUM; CHLORURE DE ZINC; GLUCOSE MONOHYDRATÉ; GLYCINE; GLYCÉROPHOSPHATE DE SODIUM PENTAHYDRATÉ; HISTIDINE; HYDROXYDE DE POTASSIUM; ISOLEUCINE; LEUCINE; MÉTHIONINE; PHÉNYLALANINE; PROLINE; SÉRINE; TAURINE; THRÉONINE; TRYPTOPHANE L; TYROSINE; VALINE,B05BA10
61786735,"AMINOMIX 500, solution pour perfusion",ACIDE ACÉTIQUE GLACIAL; ACÉTATE DE LYSINE; ALANINE; ARGININE; GLUCOSE MONOHYDRATÉ; GLYCINE; HISTIDINE; ISOLEUCINE; LEUCINE; MÉTHIONINE; PHÉNYLALANINE; PROLINE; SÉRINE; TAURINE; THRÉONINE; TRYPTOPHANE L; TYROSINE; VALINE,
66067708,"AMINOMIX 800 E, solution pour perfusion",ACIDE ACÉTIQUE GLACIAL; ACIDE CHLORHYDRIQUE; ALANINE; ARGININE; CALCIUM (CHLORURE DE) DIHYDRATÉ; CHLORHYDRATE DE LYSINE; CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ; CHLORURE DE SODIUM; CHLORURE DE ZINC; GLUCOSE MONOHYDRATÉ; GLYCINE; GLYCÉROPHOSPHATE DE SODIUM PENTAHYDRATÉ; HISTIDINE; HYDROXYDE DE POTASSIUM; ISOLEUCINE; LEUCINE; MÉTHIONINE; PHÉNYLALANINE; PROLINE; SÉRINE; TAURINE; THRÉONINE; TRYPTOPHANE L; TYROSINE; VALINE,B05BA10
69586398,"AMINOPHYLLINE RENAUDIN 250 mg/10 ml, solution pour perfusion",AMINOPHYLLINE,R03DA05
67972077,"AMINOPLASMAL 12, solution pour perfusion",ACIDE ASPARTIQUE; ACIDE GLUTAMIQUE; ACÉTATE DE LYSINE; ALANINE; ARGININE; GLYCINE; HISTIDINE; ISOLEUCINE; LEUCINE; LYSINE MONOHYDRATÉE; MÉTHIONINE; PHÉNYLALANINE; PROLINE; SÉRINE; THRÉONINE; TRYPTOPHANE L; TYROSINE; VALINE,
